Edad,Frecuencia_Compras,Monto_Promedio,Tiempo_Cliente,Satisfaccion
37,11,766.6017790076136,53,Alto
67,16,544.2196920958187,52,Alto
41,11,137.74641993233234,17,Bajo
60,11,531.2542532559037,31,Alto
51,0,401.7794947330515,15,Bajo
42,12,188.55240859883537,57,Bajo
67,13,843.100566821502,20,Alto
46,1,20.91816401414484,5,Bajo
56,11,319.0069941093249,7,Medio
48,15,22.469087787732484,18,Bajo
64,3,105.04687704109118,56,Bajo
60,7,304.1252569813502,11,Medio
67,1,63.72847353547985,32,Bajo
40,9,600.6642270335698,50,Medio
61,8,95.99427890632096,27,Bajo
55,14,704.6964977254343,26,Alto
37,12,62.11569150088951,37,Bajo
40,16,68.71580585308584,45,Bajo
62,15,312.2726400429337,28,Medio
69,1,897.6058097195847,50,Bajo
33,19,644.9793162360834,2,Medio
67,19,772.4299790096302,20,Alto
59,13,150.136588382335,4,Bajo
25,2,835.7841789147734,13,Bajo
67,11,18.0647857122928,24,Bajo
38,7,220.92677722567606,48,Medio
18,1,619.9313979384935,38,Bajo
25,3,381.49394450810985,58,Bajo
46,13,984.3514578013778,40,Alto
49,15,40.035854350135054,48,Bajo
55,18,998.6121862571778,45,Alto
22,1,627.3915545327029,55,Bajo
64,11,563.1199246501355,29,Alto
39,13,68.91731813833462,58,Bajo
64,5,280.59558789923176,36,Medio
51,12,925.4160614086798,2,Medio
18,3,360.7035431573518,41,Bajo
43,17,665.0366684625784,18,Alto
60,11,999.5013869145345,49,Alto
27,19,270.43901669520574,8,Medio
47,18,580.3200702243488,58,Alto
67,7,699.473414775191,15,Medio
35,6,172.980974099761,41,Bajo
34,15,157.18583805922026,17,Bajo
43,18,461.74483254159156,23,Medio
25,5,391.9543965416965,2,Medio
64,19,717.0732824887407,6,Medio
57,10,78.81368373410038,29,Bajo
66,4,972.4449575032835,27,Bajo
29,15,24.134211868974035,37,Bajo
44,6,605.3036560927897,49,Medio
25,4,567.0062699087144,34,Bajo
42,10,143.3685735610285,18,Bajo
63,14,159.4068228863945,42,Bajo
21,2,794.7507129166805,10,Bajo
50,4,888.6868338285562,38,Bajo
18,4,290.18679622493187,59,Bajo
36,8,443.58432432294273,44,Medio
48,14,361.44509062797005,17,Medio
33,2,81.82154285678537,59,Bajo
31,5,676.4722035556513,13,Medio
65,16,826.9410054576332,52,Alto
22,7,311.830563817295,48,Medio
58,10,990.274035694411,42,Alto
43,5,85.09304170953138,27,Bajo
45,7,665.1728066763757,53,Medio
19,9,453.7457343808281,2,Medio
67,2,452.1358820955893,34,Bajo
23,13,463.06915987320485,31,Medio
26,13,266.09495606341414,23,Medio
50,9,718.4071990589101,7,Medio
58,11,724.3607608241766,38,Alto
42,5,289.57313900476873,33,Medio
65,11,836.9533962498657,12,Alto
30,13,323.6764942138267,45,Medio
26,1,727.8421927466768,12,Bajo
30,8,129.78976983694577,19,Bajo
48,9,177.01462637570822,9,Bajo
58,16,322.63768806316864,10,Medio
28,16,597.9350299911829,17,Alto
21,2,649.0563706239124,50,Bajo
51,18,402.3926102478001,40,Medio
55,0,87.06076157940889,39,Bajo
63,11,379.89830557179704,41,Medio
21,6,691.87984079956,10,Medio
55,3,674.2855065190128,12,Bajo
36,9,168.59444907338832,15,Bajo
23,12,17.706130566277483,31,Bajo
51,1,755.4518011231556,15,Bajo
35,9,115.30448472139128,28,Bajo
30,3,91.52565252464264,4,Bajo
58,17,12.674204665821833,36,Bajo
40,4,438.27531269735795,55,Bajo
36,18,508.23126189180624,1,Medio
62,1,641.2874056871048,58,Bajo
28,11,303.10320230546,44,Medio
18,16,713.3204692229122,57,Alto
41,9,177.63853883287214,34,Bajo
24,1,833.6701525792439,47,Bajo
42,5,576.1298456015411,17,Medio
38,7,588.0509251383279,39,Medio
32,18,217.67765964131706,38,Medio
18,10,83.36766180738437,44,Bajo
29,11,470.0775550498647,51,Medio
24,8,619.4558324031353,33,Medio
32,1,104.09599407506875,21,Bajo
38,7,951.029129782885,26,Medio
36,10,980.6102166304787,46,Alto
46,3,550.0021284385671,36,Bajo
42,9,950.5684637206721,5,Medio
50,19,187.65078520504454,33,Bajo
66,15,35.16647832772965,1,Bajo
49,7,49.01543993748603,53,Bajo
66,3,591.6373546325113,6,Bajo
52,9,71.02546460245529,37,Bajo
61,11,958.9601507558461,2,Medio
55,13,150.5138786518046,57,Bajo
43,15,311.67557799244884,53,Medio
28,17,824.292623978365,59,Alto
52,11,226.55291987305216,59,Medio
25,17,250.5387738700249,5,Medio
63,6,645.885866233108,26,Medio
31,19,283.3252276043697,41,Medio
27,6,225.27315766762328,51,Medio
19,8,261.63593716260095,53,Medio
63,0,495.7410243473196,47,Bajo
26,5,966.4388740041672,13,Medio
20,5,833.915562145616,12,Medio
38,11,291.76416191457537,5,Medio
43,11,369.73947641311673,2,Medio
25,9,469.86712799903665,59,Medio
65,5,979.1403505468205,4,Medio
19,16,180.66656365235855,59,Bajo
23,18,363.908272456964,27,Medio
45,17,732.1318330428878,50,Alto
46,5,964.3042969262539,53,Medio
43,18,164.1184606365953,10,Bajo
42,9,235.1061546524023,13,Medio
29,7,233.43772764652593,44,Medio
22,5,30.722709197152778,2,Bajo
51,6,608.07446873114,26,Medio
65,0,673.9960434044349,15,Bajo
54,17,606.5006312240008,46,Alto
32,19,80.6097595186862,57,Bajo
61,11,78.53782448817539,10,Bajo
53,15,218.28268894918278,22,Medio
32,9,297.3915705419255,40,Medio
60,9,788.678219350947,25,Medio
65,13,167.7963630914319,15,Bajo
40,19,53.65129423355681,13,Bajo
23,9,400.0476326359246,8,Medio
63,9,422.2282484405011,21,Medio
67,10,456.39826480706466,21,Medio
61,1,828.6345085866989,22,Bajo
60,19,107.0253607222323,46,Bajo
62,7,706.9026615977425,33,Medio
38,6,344.5661153348379,45,Medio
40,7,316.88033507111527,27,Medio
60,0,933.2176948251201,40,Bajo
33,1,255.98383917257462,50,Bajo
64,17,646.1065169859727,22,Alto
32,14,282.3764798023312,30,Medio
42,0,512.0724438139813,9,Bajo
53,4,788.4299636703151,45,Bajo
28,1,882.905298281098,35,Bajo
68,19,840.3102678920998,18,Alto
32,2,586.3589287831934,42,Bajo
21,18,256.3281521848399,5,Medio
38,17,664.6210494292471,27,Alto
30,17,712.8059953218119,57,Alto
39,13,20.5850702123664,6,Bajo
36,7,444.8184058225558,32,Medio
51,11,844.8294223935467,8,Medio
31,9,494.6917202806169,56,Medio
21,19,318.2616877416879,39,Medio
65,16,873.0797933144161,21,Alto
69,10,164.32189055450766,18,Bajo
63,1,214.38078009203838,14,Bajo
44,3,690.498643266772,15,Bajo
46,0,358.91158211130926,42,Bajo
64,14,715.8866673764411,26,Alto
45,12,166.12658504689696,53,Bajo
52,7,259.7463987048375,44,Medio
25,3,165.08090457999717,32,Bajo
33,9,953.3812104278745,39,Medio
59,18,411.3499212424149,28,Medio
53,17,343.8477108111237,39,Medio
47,4,24.060134609057055,43,Bajo
35,18,161.88340361677854,32,Bajo
19,15,426.9244976800745,13,Medio
66,0,77.81776464617512,15,Bajo
30,11,515.6319362111548,18,Alto
21,1,460.4652840798033,39,Bajo
43,7,769.4964589409085,6,Medio
42,17,663.2046743863134,55,Alto
47,15,451.48783226736805,11,Medio
28,4,232.41409310402074,32,Bajo
24,12,729.5949303576283,40,Alto
48,18,710.7834824196622,20,Alto
61,2,161.76319891023354,33,Bajo
27,7,915.6043131111487,40,Medio
56,11,73.76106485489274,8,Bajo
30,1,64.48733180378903,51,Bajo
48,10,195.47691348580273,35,Bajo
24,11,910.3661900682835,5,Medio
66,17,524.7981427965526,35,Alto
59,12,790.0615114661712,47,Alto
59,4,235.5647561957356,14,Bajo
53,11,495.31975490720345,21,Medio
37,1,364.70656898764344,47,Bajo
21,4,829.5503209955307,24,Bajo
24,6,32.37839496563436,17,Bajo
18,11,251.4043026664443,18,Medio
61,15,161.048482059355,34,Bajo
62,7,860.5971483343537,12,Medio
59,8,472.86841119682805,16,Medio
64,14,410.177843454284,4,Medio
30,4,454.98793448006904,25,Bajo
39,12,972.2053051953118,34,Alto
38,4,851.7647203925649,28,Bajo
39,10,709.3050841318045,46,Alto
45,9,297.5741696310221,11,Medio
26,19,173.5212695232633,13,Bajo
43,12,922.2192927342088,31,Alto
26,8,428.844767568518,25,Medio
32,13,285.9682414739429,39,Medio
27,17,476.2116181534591,10,Medio
41,14,918.6689485921486,24,Alto
59,9,393.19664025738024,1,Medio
25,6,567.0145872756185,53,Medio
41,7,804.9366380974811,25,Medio
33,2,432.8612057379073,28,Bajo
66,14,241.20638390710462,36,Medio
43,15,994.5804908992031,18,Alto
44,3,957.005148877638,6,Bajo
54,5,845.0443774342589,2,Medio
21,0,691.4901405920633,3,Bajo
67,3,301.916971789,46,Bajo
41,10,914.2788087823917,8,Medio
36,11,282.8011034200165,31,Medio
53,4,802.8013997300642,48,Bajo
56,15,919.0755862618932,19,Alto
27,12,606.9738020256124,50,Alto
42,12,805.025655712267,6,Medio
35,16,793.7781482097291,14,Alto
36,6,201.2261736097701,3,Medio
53,7,671.2452288601238,48,Medio
27,12,102.53325753539912,1,Bajo
50,15,512.7716417061065,44,Alto
67,3,170.61319265917172,30,Bajo
22,7,422.1860038084674,46,Medio
64,15,834.6522539514533,19,Alto
66,9,987.2961612339024,54,Medio
52,11,324.78023334302156,19,Medio
61,11,536.6361417953449,9,Medio
51,4,516.1850441267836,7,Bajo
50,15,954.8574947327553,46,Alto
38,0,483.7978951084458,37,Bajo
34,8,702.1151433457009,50,Medio
39,11,922.5713407774408,41,Alto
65,4,379.64477394147167,53,Bajo
54,19,903.1010158629338,7,Medio
32,2,918.2816596721034,9,Bajo
52,4,931.3558789274593,4,Bajo
45,1,277.74172361671214,25,Bajo
24,13,406.3520383272589,49,Medio
49,1,871.6919491434448,12,Bajo
28,12,365.5702060376146,6,Medio
27,6,604.25050260417,18,Medio
26,9,126.87396218745144,40,Bajo
31,12,65.71223823012835,21,Bajo
30,15,417.87404959725086,15,Medio
42,13,583.1273672667903,3,Medio
19,10,398.77212222535195,2,Medio
52,9,581.9584124592336,56,Medio
24,5,519.9335324100672,55,Medio
38,3,688.8501569932151,41,Bajo
35,0,653.0371067547359,40,Bajo
20,6,430.0032461745143,59,Medio
59,8,430.74528801566464,4,Medio
56,7,149.37055661210968,32,Bajo
58,4,518.1061863754946,2,Bajo
66,18,591.3073368543397,46,Alto
28,9,481.72450338028796,29,Medio
56,10,332.450261736129,2,Medio
41,14,724.4320588092185,34,Alto
63,5,83.91502819877182,27,Bajo
36,14,915.2959660565068,54,Alto
21,4,30.437005150335352,39,Bajo
43,18,962.7266321038951,44,Alto
55,18,467.7320449253158,38,Medio
59,9,418.54324456350577,18,Medio
49,11,263.8795772885562,36,Medio
56,3,19.97042348396034,19,Bajo
62,17,282.0423617775818,27,Medio
63,15,118.3059262057306,45,Bajo
53,7,663.2226342664608,20,Medio
57,3,325.884222597519,21,Bajo
54,11,769.5075351196249,23,Alto
50,1,214.8470254726558,30,Bajo
53,3,901.2325088577884,25,Bajo
20,4,527.7516999547743,31,Bajo
26,2,123.3611345042916,27,Bajo
25,8,406.8367832969442,34,Medio
50,17,214.692918829064,8,Medio
23,10,207.6885719064974,19,Medio
58,2,511.3060402756868,41,Bajo
56,1,675.1730954800089,26,Bajo
21,8,912.502023448394,28,Medio
30,13,507.14039065601685,4,Medio
66,3,966.1803873077469,31,Bajo
19,8,942.2185035526351,16,Medio
22,12,866.4119046845168,51,Alto
61,17,504.97749231279437,10,Medio
44,14,149.4949042511037,38,Bajo
49,9,225.72542511723105,48,Medio
38,15,651.1933026848559,10,Medio
25,11,427.53743048135414,45,Medio
55,19,155.33361543645645,9,Bajo
25,4,484.2039943029173,39,Bajo
67,1,27.256240047025464,36,Bajo
20,9,736.5564171905972,51,Medio
61,0,82.84548154479396,58,Bajo
20,6,632.8224837129978,36,Medio
39,16,795.0802045493434,19,Alto
23,15,141.31743570942587,19,Bajo
19,2,523.4523037593524,12,Bajo
40,13,781.2768392158749,13,Alto
61,9,268.02712020943136,25,Medio
19,6,171.2874270716029,36,Bajo
55,16,343.4509198577823,25,Medio
34,5,559.1521848174826,28,Medio
52,3,579.5267989062025,42,Bajo
51,16,139.56757012311013,53,Bajo
40,8,462.99315919723193,39,Medio
47,3,275.599373584093,30,Bajo
69,6,843.6039758843012,5,Medio
25,1,320.4393807433905,17,Bajo
39,16,840.317479288521,18,Alto
61,7,434.2789664757742,43,Medio
53,14,729.3199081681887,47,Alto
22,14,514.9596262587022,21,Alto
30,7,625.7429978896668,22,Medio
46,15,401.4029457527693,39,Medio
48,18,770.5247001294158,50,Alto
64,10,430.93748973792174,58,Medio
33,1,462.8870301199637,57,Bajo
59,16,522.5018815486476,6,Medio
47,15,833.5058772021237,50,Alto
33,14,662.7851393154502,16,Alto
29,12,355.66878270009227,2,Medio
34,14,673.6164376417274,51,Alto
33,3,646.0023072784916,1,Bajo
29,15,931.7090831209073,57,Alto
25,11,843.0022716650965,30,Alto
37,3,650.9724545137357,58,Bajo
20,2,348.09203957720314,43,Bajo
33,16,781.7806843726569,52,Alto
47,17,579.4562101321729,37,Alto
62,17,985.4172882198926,48,Alto
40,16,255.031067284106,23,Medio
45,11,88.85928252157808,1,Bajo
68,3,79.1928937690682,19,Bajo
57,11,643.6300844681635,46,Alto
22,19,939.8676266224086,3,Medio
37,14,11.912595148590135,2,Bajo
57,15,728.5133364881996,56,Alto
61,4,660.494530707616,37,Bajo
18,14,734.9811502972711,17,Alto
47,16,361.8513526947122,28,Medio
38,17,822.2914802112765,18,Alto
37,4,54.25986210467333,33,Bajo
23,12,757.8767896158073,15,Alto
39,18,274.4012219355969,22,Medio
35,12,482.0693971094908,41,Medio
25,17,824.4099088416483,27,Alto
56,13,278.64544483922566,55,Medio
49,3,193.35543652745454,37,Bajo
50,3,684.5000534944054,32,Bajo
33,19,538.0609425917365,45,Alto
29,19,519.2598300587226,19,Alto
55,18,264.20182038253404,28,Medio
69,12,44.53150276182738,28,Bajo
51,11,416.1664469483997,56,Medio
31,6,115.4938856630903,10,Bajo
53,11,906.9292591427102,20,Alto
50,3,50.83782023701322,25,Bajo
40,1,437.3343456425376,21,Bajo
67,1,61.7231278638196,14,Bajo
62,4,104.58843581911866,22,Bajo
19,9,662.2780002528018,53,Medio
58,9,650.6401483643536,26,Medio
38,8,42.72167293064538,44,Bajo
19,12,11.120160369661495,11,Bajo
44,6,88.02989647035616,55,Bajo
26,4,765.3689087348228,7,Bajo
18,9,588.7307080239921,17,Medio
28,9,47.73706273660669,18,Bajo
20,5,493.216045714099,7,Medio
69,18,714.9090634839068,56,Alto
40,7,870.2618806547982,20,Medio
43,0,934.6961257524204,38,Bajo
21,16,334.166157324526,11,Medio
35,6,144.47410412913305,44,Bajo
23,13,244.556661524133,58,Medio
52,16,778.4097771198215,16,Alto
39,8,971.7693728918875,51,Medio
60,16,471.72968118677676,55,Medio
32,4,312.2996814123119,27,Bajo
39,19,434.89867614043413,51,Medio
54,7,311.7650131986811,11,Medio
69,5,263.9226479750828,16,Medio
59,10,597.8132448831078,23,Alto
29,18,25.578620569808955,59,Bajo
64,3,266.9567261783383,12,Bajo
66,17,664.7682570665391,59,Alto
59,0,41.74206934373697,40,Bajo
55,12,92.36979834384564,3,Bajo
35,13,300.46218333792694,2,Medio
62,0,879.0267506228951,38,Bajo
52,10,767.2372985636432,48,Alto
47,16,31.935063122081086,52,Bajo
41,3,506.69568852160694,24,Bajo
59,11,281.9406190475426,29,Medio
47,9,652.1592024714423,47,Medio
31,5,724.3383437675266,46,Medio
23,0,864.2339513579897,34,Bajo
20,6,480.66207473297413,20,Medio
33,15,994.5055876601286,18,Alto
24,13,980.1862462142383,14,Alto
69,19,883.3450572263229,18,Alto
31,19,579.1208002064901,2,Medio
26,5,404.02637312877687,1,Medio
32,4,370.7424470383871,20,Bajo
38,17,22.00350258686738,34,Bajo
52,14,256.68275226994285,41,Medio
19,5,721.6201525996729,41,Medio
44,18,607.5957788941358,48,Alto
19,0,917.2579672758583,11,Bajo
52,0,59.52204424739229,27,Bajo
35,12,163.7238371455573,23,Bajo
31,2,791.3513514586089,38,Bajo
37,9,364.9225548833805,44,Medio
35,2,127.16188038069915,3,Bajo
27,8,996.4860000490883,12,Medio
42,7,789.3777996426693,30,Medio
19,2,414.6536263905413,31,Bajo
42,12,825.1140021766789,23,Alto
50,5,683.7978314179618,1,Medio
53,12,792.075011974135,41,Alto
48,19,817.0543137899933,20,Alto
31,19,93.88139645741472,54,Bajo
18,11,626.7431588112147,6,Medio
63,12,16.717697447059315,11,Bajo
33,1,53.021683838158914,35,Bajo
63,15,904.9402089652824,4,Medio
69,5,532.2880841432375,29,Medio
20,18,738.5429660098396,59,Alto
52,12,840.1159805387146,10,Medio
58,16,950.0908998889392,51,Alto
23,8,870.6593194435679,29,Medio
42,16,488.478334210321,38,Medio
30,1,342.61060430670636,1,Bajo
51,18,162.94830384397778,40,Bajo
25,18,406.31826766240715,8,Medio
38,6,372.8286433695518,57,Medio
51,9,563.9790935363146,38,Medio
21,9,668.8543146696413,17,Medio
42,19,978.542221680597,19,Alto
32,8,731.1023242397251,33,Medio
21,16,647.3110471184941,15,Alto
62,14,341.74150992565916,45,Medio
29,1,44.15883773334272,31,Bajo
49,3,295.2438775661449,21,Bajo
49,18,770.7634214550216,3,Medio
45,16,213.21922139576373,2,Medio
30,4,715.0663117373733,35,Bajo
48,6,583.9820441437216,41,Medio
31,17,180.13830105296023,59,Bajo
37,6,269.0085582289116,16,Medio
35,16,501.3405674516117,56,Alto
46,6,424.190958056769,45,Medio
23,3,780.7782090712919,51,Bajo
49,7,737.0605961178145,59,Medio
46,12,578.828758438287,50,Alto
60,3,824.051964358196,21,Bajo
19,5,567.0428452774655,12,Medio
40,4,964.7453640906875,28,Bajo
36,11,225.05185815957063,12,Medio
48,3,716.9906736661312,33,Bajo
68,8,376.2446907339233,20,Medio
22,3,286.17653247599196,40,Bajo
36,18,188.58360120803576,49,Bajo
51,13,556.9784414989284,21,Alto
27,4,223.31473842171914,52,Bajo
42,17,208.34734293392185,54,Medio
19,9,990.6265860329797,39,Medio
28,18,803.7299426773031,41,Alto
67,11,750.7940520518316,49,Alto
48,17,796.1200196239274,59,Alto
32,16,969.2336449815551,42,Alto
26,10,577.5439218656715,36,Alto
40,2,228.04143862883194,22,Bajo
36,16,863.5875443457066,26,Alto
26,0,745.3034221595492,7,Bajo
52,14,420.16522921083134,7,Medio
38,8,478.8338035888999,8,Medio
26,14,417.1398744940804,26,Medio
45,2,930.642738626714,24,Bajo
63,18,350.0962953833112,24,Medio
68,12,963.8494358696107,40,Alto
24,11,911.1690535414103,48,Alto
33,19,634.2159308256917,12,Alto
33,0,584.023555369074,47,Bajo
50,16,376.38838726927116,8,Medio
21,12,28.155005120543382,54,Bajo
21,0,136.34695437537573,9,Bajo
56,9,756.6890101160532,3,Medio
57,14,476.8247253222836,54,Medio
34,6,158.33975284608843,21,Bajo
54,17,271.3212455905523,31,Medio
56,15,948.3585308485297,48,Alto
69,13,373.46150695716244,47,Medio
46,17,908.6051257669619,24,Alto
69,6,311.58947397064094,4,Medio
53,16,547.7878934234893,20,Alto
55,17,30.27231252857591,16,Bajo
56,11,526.6563592698411,10,Medio
67,7,640.572590504524,43,Medio
54,1,241.96204834380615,26,Bajo
69,6,583.1478044433035,29,Medio
52,3,650.6960943304757,5,Bajo
24,17,690.017217597939,11,Medio
44,5,778.6392888018821,29,Medio
45,8,318.22585050012236,45,Medio
39,8,572.0991868675594,15,Medio
31,13,981.7632394669484,6,Medio
24,7,899.1627289585056,48,Medio
54,18,953.1387738173828,15,Alto
39,2,392.2750345432857,43,Bajo
22,17,789.0588248376952,20,Alto
19,4,623.6989722427443,34,Bajo
44,13,91.90773223161868,2,Bajo
38,3,825.7405852654947,44,Bajo
55,6,680.330263593791,16,Medio
32,19,206.92818592011412,19,Medio
38,11,88.94117185516673,34,Bajo
27,1,838.6519093418474,49,Bajo
40,10,88.11281119628904,14,Bajo
56,13,100.44032671277228,24,Bajo
22,15,433.13420502527214,28,Medio
18,19,143.4498501352823,48,Bajo
30,5,914.5329014682922,32,Medio
38,3,475.58109690060434,37,Bajo
43,14,573.4594708480257,10,Medio
67,0,928.8250285833066,49,Bajo
62,6,534.9605933819652,45,Medio
38,11,360.05523449774535,48,Medio
35,9,799.1835547576735,9,Medio
54,4,448.4216955004586,24,Bajo
62,11,325.28473134628234,36,Medio
49,17,725.9971640194792,56,Alto
53,9,803.5896198469126,29,Medio
34,5,793.7990059084287,29,Medio
52,11,977.8976699874205,58,Alto
66,6,788.8002793862131,48,Medio
28,17,772.2341015891993,23,Alto
38,1,858.910401198858,27,Bajo
69,9,10.18334334248838,31,Bajo
43,14,368.80709707589295,43,Medio
21,11,740.2270650740778,7,Medio
51,16,603.7218209991746,49,Alto
69,3,185.79628260530149,54,Bajo
65,6,310.69575819765987,45,Medio
35,8,343.4246849712857,4,Medio
57,18,572.1498300605929,14,Alto
52,6,833.2823134766656,42,Medio
58,1,933.166861979903,42,Bajo
46,5,752.5914887251026,10,Medio
69,17,844.5208862750418,59,Alto
46,5,475.39499886700094,44,Medio
55,12,395.8775664260645,34,Medio
59,18,398.7814468227748,26,Medio
38,1,619.8781430565575,23,Bajo
59,11,132.99433850025093,9,Bajo
30,14,583.6992409623587,37,Alto
66,13,668.4815315818882,8,Medio
58,5,444.5196528041764,53,Medio
34,17,953.6355050034557,14,Alto
26,4,612.1311396557795,7,Bajo
58,17,227.79947751425894,7,Medio
18,2,484.4240948591811,9,Bajo
19,2,678.650392763941,3,Bajo
65,9,330.3928333346742,14,Medio
46,18,88.84519022613294,17,Bajo
50,2,587.6012783637761,50,Bajo
27,11,948.3914669334832,44,Alto
67,15,490.22126570754205,22,Medio
57,16,907.0479898405675,46,Alto
38,6,836.673352487977,26,Medio
45,12,155.93865579764352,58,Bajo
28,1,711.0882226172151,28,Bajo
51,3,441.11086982125863,45,Bajo
25,9,257.7438620103075,14,Medio
39,6,690.068972110036,9,Medio
25,16,745.2341114698571,51,Alto
66,19,188.09735554749042,26,Bajo
32,5,915.3002352356464,2,Medio
34,18,753.6357715119266,11,Medio
40,4,934.041744150549,17,Bajo
41,9,323.90248657605406,34,Medio
62,8,939.941665585557,19,Medio
36,12,374.83248125999705,39,Medio
22,18,63.43006381311782,18,Bajo
49,5,765.3396948219331,13,Medio
61,3,706.4730626474575,5,Bajo
18,2,601.9318823406991,50,Bajo
40,2,494.99480694033224,23,Bajo
54,3,41.84361761940508,58,Bajo
25,4,628.3512790049527,56,Bajo
30,7,422.6662690705657,24,Medio
25,15,564.6073087135355,29,Alto
40,2,435.0281285479599,48,Bajo
60,11,966.395571437547,47,Alto
18,7,608.0678121393387,8,Medio
62,12,751.7439672964425,26,Alto
68,3,936.9834779963725,15,Bajo
41,13,595.6833296875723,57,Alto
52,13,21.941892644176747,1,Bajo
41,12,43.948761527436936,28,Bajo
34,5,705.3150497608432,49,Medio
22,16,286.29428478977064,47,Medio
37,3,583.5859300744693,46,Bajo
38,7,210.25440927976226,14,Medio
57,16,277.54638631109697,42,Medio
48,2,509.59464538859453,34,Bajo
63,16,975.8137687225212,59,Alto
53,8,620.1077843170997,31,Medio
28,1,936.786623467893,6,Bajo
69,12,959.786055843078,49,Alto
32,19,216.02889645630236,5,Medio
36,1,318.081666444255,31,Bajo
24,19,772.2923584065171,37,Alto
68,10,868.0963622684304,15,Alto
45,14,524.0344767476324,15,Alto
68,10,993.2938066077437,52,Alto
60,2,21.456476767717568,43,Bajo
22,2,306.5967290293635,5,Bajo
22,11,626.9301362071341,28,Alto
47,4,474.597011828108,33,Bajo
49,19,125.43693676451274,11,Bajo
25,6,374.10921462575794,43,Medio
27,6,35.19267186208866,6,Bajo
55,12,646.3185856145266,23,Alto
64,8,893.8151175663917,40,Medio
49,12,886.0253825456243,2,Medio
65,11,702.549029027891,15,Alto
45,12,471.11249354294824,23,Medio
34,9,516.9113025045749,22,Medio
48,0,145.54963575570628,9,Bajo
25,7,347.606922188011,47,Medio
57,15,195.8507947432909,40,Bajo
42,12,822.988201316455,30,Alto
26,2,915.6063623245801,16,Bajo
19,2,541.5540288059159,59,Bajo
32,4,730.4864001078147,46,Bajo
67,10,130.2501231980562,47,Bajo
20,6,612.449296844466,52,Medio
66,9,705.7631111640675,30,Medio
53,9,458.2404482162868,45,Medio
21,19,250.84035362599164,9,Medio
31,1,878.6007753359775,1,Bajo
58,2,745.4796327541852,59,Bajo
58,7,900.858709030703,38,Medio
42,10,820.2186210228452,8,Medio
67,12,990.470685283074,59,Alto
27,6,200.25100588230444,59,Medio
38,12,95.88029012593435,52,Bajo
53,1,343.63276342388593,18,Bajo
29,5,137.7141332730263,27,Bajo
44,8,527.8988117771621,18,Medio
57,19,636.6986163536651,32,Alto
19,1,582.5057290216696,58,Bajo
30,17,266.6477340363674,49,Medio
49,15,909.7357906591088,32,Alto
48,11,30.96064009802467,53,Bajo
33,6,354.53322022585803,48,Medio
49,6,721.8025506440804,45,Medio
49,16,769.2596370856678,54,Alto
51,12,421.95735898754134,36,Medio
28,10,26.74071512380342,36,Bajo
27,5,621.8632423325,21,Medio
32,13,72.46373437138355,46,Bajo
34,5,116.77721839197935,32,Bajo
57,5,653.748212449728,31,Medio
35,1,319.3634428814263,37,Bajo
26,19,354.54985118117037,16,Medio
42,14,491.939006213411,46,Medio
57,16,978.7926109107802,46,Alto
31,7,965.7877985313233,14,Medio
42,4,422.09838936647435,57,Bajo
67,16,272.8442250460994,24,Medio
39,19,309.56623113747463,25,Medio
69,0,276.0934851799881,46,Bajo
47,17,536.9233490703629,51,Alto
37,14,610.7912097229192,35,Alto
38,4,493.8915943473694,17,Bajo
61,6,413.9144186256708,46,Medio
49,17,219.1721871942384,42,Medio
68,5,487.6805354682922,45,Medio
63,4,347.69168666443346,54,Bajo
66,18,546.1795081703594,4,Medio
38,9,678.4375213565077,11,Medio
52,14,636.9790526922445,47,Alto
49,9,467.8653083015374,15,Medio
47,15,560.4919000371614,30,Alto
56,11,292.0075696511521,24,Medio
66,17,33.99785643216579,2,Bajo
29,0,628.769259626423,43,Bajo
58,15,260.04287354631003,34,Medio
64,5,672.2641729675918,23,Medio
35,2,749.5384146009898,31,Bajo
38,1,916.7684686427433,37,Bajo
30,1,958.5415675248169,13,Bajo
38,12,20.420785846604428,33,Bajo
25,8,990.470467261091,7,Medio
63,15,686.1881353092193,32,Alto
57,4,647.0889187704473,7,Bajo
63,6,25.060964243401855,42,Bajo
24,12,862.6210777678701,38,Alto
40,19,154.0365327753481,52,Bajo
61,12,838.9568523937106,44,Alto
49,6,25.406920796128844,13,Bajo
28,9,649.5046198741696,24,Medio
39,14,440.4535184321295,28,Medio
39,5,208.7590617687418,32,Medio
60,4,116.48577785272977,43,Bajo
42,1,445.7264195808632,18,Bajo
39,14,132.07274726821052,34,Bajo
45,15,491.58214557413703,48,Medio
46,18,628.9648880663237,34,Alto
30,8,829.1103516712845,51,Medio
35,18,681.862942811038,38,Alto
19,6,74.54776903908896,1,Bajo
46,3,314.3582072223588,43,Bajo
38,2,295.0988218531754,50,Bajo
32,19,915.8820992363734,42,Alto
69,10,869.1042239488359,31,Alto
44,0,376.4464391669128,50,Bajo
67,5,80.44370332375529,1,Bajo
48,10,895.1662446266861,51,Alto
32,0,889.3080534345454,16,Bajo
68,6,856.1986707104178,58,Medio
40,5,846.6308213581466,39,Medio
41,13,485.45146107529314,15,Medio
61,1,185.65733572710224,33,Bajo
30,3,482.7131699578034,23,Bajo
39,10,499.65179296277023,53,Medio
60,14,495.0324357124121,41,Medio
54,17,543.384860253965,34,Alto
50,0,265.0804527612436,17,Bajo
20,2,372.5787693222789,25,Bajo
